Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalYearsInSameJob,IncomePerHour,AgeWhenJoined,YearsUntilPromotion,EmployeeEngagement,YearOfJoining,Rango_Edad,Clasificacion,Semaforo,Overtime_Marital,Overtime_squared,JobRole_BusinessTravel
27,No,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,1850,4,Female,53,3,1,Laboratory Technician,4,Single,2379,19826,0,Y,1,14,3,3,80,0,6,3,2,5,4,0,2,5,7.434375,22,0,3.2,2019,26-35,Desempeño Medio,Verde,Yes_Single,1,Laboratory Technician_Travel_Frequently
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,Y,0,14,3,3,80,1,15,3,4,15,10,4,13,10,12.45625,19,4,3.0,2009,26-35,Desempeño Medio,Verde,No_Married,0,Laboratory Technician_Travel_Rarely
41,No,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,Y,0,12,3,2,80,0,10,3,3,10,8,8,7,8,28.878125,31,8,3.0,2014,36-45,Desempeño Medio,Verde,No_Single,0,Sales Executive_Travel_Rarely
31,No,Non-Travel,587,Sales,2,4,Life Sciences,1,1324,4,Female,57,3,3,Sales Executive,3,Divorced,9852,8935,1,Y,1,19,3,1,80,1,10,5,2,10,8,9,6,8,30.7875,21,9,2.6,2014,26-35,Desempeño Medio,Verde,Yes_Divorced,1,Sales Executive_Non-Travel
48,No,Travel_Rarely,492,Sales,16,4,Life Sciences,1,1557,3,Female,96,3,2,Sales Executive,3,Divorced,6439,13693,8,Y,0,14,3,3,80,1,18,2,3,8,7,7,7,17,20.121875,40,7,3.0,2016,46-55,Desempeño Medio,Verde,No_Divorced,0,Sales Executive_Travel_Rarely
50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,1,1606,2,Male,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Y,1,15,3,3,80,1,32,3,3,30,8,12,13,10,35.140625,20,12,2.8,1994,46-55,Desempeño Medio,Verde,Yes_Married,1,Healthcare Representative_Travel_Frequently
22,No,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,1,872,4,Male,33,2,2,Manufacturing Director,4,Married,4775,19146,6,Y,0,22,4,1,80,2,4,2,1,2,2,2,2,4,14.921875,20,2,2.4,2022,18-25,Unicornios,Verde,No_Married,0,Manufacturing Director_Travel_Rarely
51,No,Travel_Rarely,1302,Research & Development,2,3,Medical,1,408,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,5,Y,0,18,3,4,80,1,13,3,3,4,1,1,2,10,17.13125,47,1,2.8,2020,46-55,Desempeño Bajo,Naranja,No_Divorced,0,Manufacturing Director_Travel_Rarely
29,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1,1859,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384,21143,8,Y,0,17,3,4,80,2,11,3,3,7,0,1,6,4,19.95,22,1,3.0,2017,26-35,Desempeño Medio,Verde,No_Divorced,0,Healthcare Representative_Travel_Rarely
33,No,Travel_Frequently,553,Research & Development,5,4,Life Sciences,1,428,4,Female,74,3,3,Manager,2,Married,11878,23364,6,Y,0,11,3,2,80,2,12,2,3,10,6,8,8,8,37.11875,23,8,2.8,2014,26-35,Desempeño Bajo,Naranja,No_Married,0,Manager_Travel_Frequently
36,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,1594,1,Male,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Y,1,13,3,4,80,1,9,3,3,3,2,0,2,8,17.38125,33,0,2.6,2021,36-45,Desempeño Bajo,Naranja,Yes_Married,1,Laboratory Technician_Travel_Frequently
30,No,Travel_Rarely,125,Research & Development,9,2,Medical,1,41,4,Male,83,2,1,Laboratory Technician,3,Single,2206,16117,1,Y,0,13,3,1,80,0,10,5,3,10,0,1,8,0,6.89375,20,1,2.6,2014,26-35,Desempeño Medio,Verde,No_Single,0,Laboratory Technician_Travel_Rarely
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,1,605,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Y,1,21,4,4,80,1,10,5,2,10,9,5,8,9,23.14375,32,5,2.8,2014,36-45,Desempeño Bajo,Naranja,Yes_Married,1,Manufacturing Director_Travel_Rarely
29,No,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,824,3,Male,81,4,1,Research Scientist,3,Married,2700,23779,1,Y,0,24,4,3,80,1,10,3,3,10,7,0,7,7,8.4375,19,0,3.2,2014,26-35,Desempeño Medio,Verde,No_Married,0,Research Scientist_Travel_Rarely
46,No,Travel_Frequently,1211,Sales,5,4,Marketing,1,62,1,Male,98,3,2,Sales Executive,4,Single,5772,20445,4,Y,1,21,4,3,80,0,14,4,3,9,6,0,8,11,18.0375,37,0,2.8,2015,46-55,Unicornios,Verde,Yes_Single,1,Sales Executive_Travel_Frequently
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,1734,1,Male,34,1,2,Sales Executive,2,Single,6735,12147,6,Y,0,15,3,2,80,0,10,2,3,0,0,0,0,10,21.046875,32,0,1.8,2024,26-35,Desempeño Bajo,Rojo,No_Single,0,Sales Executive_Travel_Rarely
30,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,806,4,Male,38,1,1,Laboratory Technician,3,Married,3833,24375,3,Y,0,21,4,3,80,2,7,2,3,2,2,0,2,7,11.978125,28,0,2.8,2022,26-35,Desempeño Medio,Verde,No_Married,0,Laboratory Technician_Travel_Rarely
40,No,Travel_Rarely,1416,Research & Development,2,2,Medical,1,352,1,Male,49,3,5,Research Director,3,Divorced,19436,5949,0,Y,0,19,3,4,80,1,22,5,3,21,7,3,9,8,60.7375,19,3,2.8,2003,36-45,Desempeño Medio,Verde,No_Divorced,0,Research Director_Travel_Rarely
43,No,Travel_Rarely,823,Research & Development,6,3,Medical,1,1866,1,Female,81,2,5,Manager,3,Married,19392,22539,7,Y,0,13,3,4,80,0,21,2,3,16,12,6,14,17,60.6,27,6,2.6,2008,36-45,Desempeño Medio,Verde,No_Married,0,Manager_Travel_Rarely
41,No,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,199,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,Y,0,13,3,2,80,1,21,2,2,7,6,7,7,20,53.690625,34,7,2.2,2017,36-45,Desempeño Bajo,Naranja,No_Divorced,0,Manager_Travel_Frequently
47,No,Travel_Rarely,202,Research & Development,2,2,Other,1,820,3,Female,33,3,4,Manager,4,Married,16752,12982,1,Y,1,11,3,3,80,1,26,3,2,26,14,3,0,14,52.35,21,3,3.0,1998,46-55,Desempeño Medio,Verde,Yes_Married,1,Manager_Travel_Rarely
55,No,Travel_Rarely,1136,Research & Development,1,4,Medical,1,1424,2,Male,81,4,4,Research Director,4,Divorced,14732,12414,2,Y,0,13,3,4,80,2,31,4,4,7,7,0,0,31,46.0375,48,0,3.6,2017,56-65,Desempeño Medio,Verde,No_Divorced,0,Research Director_Travel_Rarely
28,No,Non-Travel,1476,Research & Development,1,3,Life Sciences,1,1315,3,Female,55,1,2,Laboratory Technician,4,Married,6674,16392,0,Y,0,11,3,1,80,3,10,6,3,9,8,7,5,9,20.85625,19,7,2.4,2015,26-35,Desempeño Medio,Verde,No_Married,0,Laboratory Technician_Non-Travel
24,No,Travel_Rarely,691,Research & Development,23,3,Medical,1,639,2,Male,89,4,1,Research Scientist,4,Married,2725,21630,1,Y,1,11,3,2,80,2,6,3,3,6,5,1,4,5,8.515625,18,1,3.0,2018,18-25,Desempeño Medio,Verde,Yes_Married,1,Research Scientist_Travel_Rarely
31,No,Travel_Rarely,471,Research & Development,4,3,Medical,1,1916,1,Female,62,4,1,Laboratory Technician,3,Divorced,3978,16031,8,Y,0,12,3,2,80,1,4,0,2,2,2,2,2,4,12.43125,29,2,2.4,2022,26-35,Desempeño Medio,Verde,No_Divorced,0,Laboratory Technician_Travel_Rarely
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Y,1,23,4,3,80,1,1,3,3,1,0,0,0,0,5.31875,37,0,3.4,2023,36-45,Unicornios,Verde,Yes_Married,1,Laboratory Technician_Travel_Frequently
54,No,Travel_Rarely,157,Research & Development,10,3,Medical,1,1980,3,Female,77,3,2,Manufacturing Director,1,Single,4440,25198,6,Y,1,19,3,4,80,0,9,3,3,5,2,1,4,6,13.875,49,1,2.8,2019,46-55,Desempeño Bajo,Naranja,Yes_Single,1,Manufacturing Director_Travel_Rarely
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1033,1,Female,61,1,2,Healthcare Representative,2,Married,4777,14382,5,Y,0,15,3,1,80,0,15,2,1,1,0,0,0,14,14.928125,36,0,1.2,2023,36-45,Desempeño Bajo,Rojo,No_Married,0,Healthcare Representative_Travel_Rarely
27,No,Travel_Rarely,1469,Research & Development,1,2,Medical,1,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,Y,0,11,3,2,80,1,5,2,3,5,2,0,4,2,11.925,22,0,2.8,2019,26-35,Desempeño Bajo,Naranja,No_Divorced,0,Laboratory Technician_Travel_Rarely
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,Y,0,15,3,4,80,2,19,4,4,13,11,2,9,17,14.796875,25,2,3.8,2011,36-45,Desempeño Medio,Verde,No_Married,0,Research Scientist_Travel_Frequently
31,No,Non-Travel,697,Research & Development,10,3,Medical,1,1979,3,Female,40,3,3,Research Director,3,Married,11031,26862,4,Y,0,20,4,3,80,1,13,2,4,11,7,4,8,9,34.471875,20,4,3.2,2013,26-35,Desempeño Medio,Verde,No_Married,0,Research Director_Non-Travel
29,No,Travel_Rarely,1389,Research & Development,21,4,Life Sciences,1,20,2,Female,51,4,3,Manufacturing Director,1,Divorced,9980,10195,1,Y,0,11,3,3,80,1,10,1,3,10,9,8,8,9,31.1875,19,8,2.6,2014,26-35,Desempeño Bajo,Naranja,No_Divorced,0,Manufacturing Director_Travel_Rarely
31,No,Travel_Rarely,218,Sales,7,3,Technical Degree,1,416,2,Male,100,4,2,Sales Executive,4,Married,6929,12241,4,Y,0,11,3,2,80,1,10,3,2,8,7,7,7,9,21.653125,23,7,2.8,2016,26-35,Desempeño Medio,Verde,No_Married,0,Sales Executive_Travel_Rarely
42,No,Travel_Rarely,532,Research & Development,4,2,Technical Degree,1,319,3,Male,58,3,5,Manager,4,Married,19232,4933,1,Y,0,11,3,4,80,0,22,3,3,22,17,11,15,17,60.1,20,11,3.4,2002,36-45,Desempeño Medio,Verde,No_Married,0,Manager_Travel_Rarely
43,No,Travel_Frequently,775,Sales,15,3,Life Sciences,1,754,4,Male,47,2,2,Sales Executive,4,Married,6804,23683,3,Y,0,18,3,3,80,1,7,5,3,2,2,2,2,7,21.2625,41,2,3.2,2022,36-45,Desempeño Medio,Verde,No_Married,0,Sales Executive_Travel_Frequently
31,No,Travel_Frequently,444,Sales,5,3,Marketing,1,399,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,Y,0,11,3,3,80,1,2,5,2,2,2,2,2,2,8.715625,29,2,2.8,2022,26-35,Desempeño Bajo,Naranja,No_Divorced,0,Sales Representative_Travel_Frequently
33,No,Travel_Rarely,1198,Research & Development,1,4,Other,1,939,3,Male,100,2,1,Research Scientist,1,Single,2799,3339,3,Y,1,11,3,2,80,0,6,1,3,3,2,0,2,5,8.746875,30,0,2.2,2021,26-35,Desempeño Bajo,Naranja,Yes_Single,1,Research Scientist_Travel_Rarely
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1,1035,2,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,Y,0,22,4,2,80,2,21,3,3,21,16,5,10,16,62.415625,20,5,2.2,2003,36-45,Desempeño Medio,Verde,No_Divorced,0,Research Director_Non-Travel
49,Yes,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,1420,1,Male,97,2,2,Laboratory Technician,1,Single,4284,22710,3,Y,0,20,4,1,80,0,20,2,3,4,3,1,3,19,13.3875,45,1,1.6,2020,46-55,Desempeño Bajo,Rojo,No_Single,0,Laboratory Technician_Travel_Frequently
30,No,Travel_Rarely,1275,Research & Development,28,2,Medical,1,441,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,Y,0,13,3,4,80,2,11,2,3,10,8,1,9,9,18.046875,20,1,3.6,2014,26-35,Desempeño Medio,Verde,No_Married,0,Research Scientist_Travel_Rarely
22,No,Non-Travel,457,Research & Development,26,2,Other,1,1605,2,Female,85,2,1,Research Scientist,3,Married,2814,10293,1,Y,1,14,3,2,80,0,4,2,2,4,2,1,3,2,8.79375,18,1,2.2,2020,18-25,Desempeño Medio,Verde,Yes_Married,1,Research Scientist_Non-Travel
50,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,1005,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Y,1,18,3,4,80,1,22,2,3,12,11,1,5,21,43.665625,38,1,3.4,2012,46-55,Desempeño Medio,Verde,Yes_Married,1,Manufacturing Director_Travel_Rarely
34,No,Travel_Rarely,1153,Research & Development,1,2,Medical,1,110,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,0,15,3,3,80,0,5,2,3,5,2,1,3,2,13.515625,29,1,2.4,2019,26-35,Desempeño Bajo,Naranja,No_Married,0,Manufacturing Director_Travel_Rarely
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,Y,0,18,3,4,80,3,14,6,3,14,11,2,13,11,6.3375,19,2,3.0,2010,26-35,Desempeño Bajo,Naranja,No_Married,0,Laboratory Technician_Travel_Rarely
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,Single,5238,6670,2,Y,0,20,4,4,80,0,9,3,2,5,4,1,4,8,16.36875,26,1,3.4,2019,26-35,Unicornios,Verde,No_Single,0,Manufacturing Director_Travel_Frequently
50,No,Travel_Frequently,809,Sales,12,3,Marketing,1,174,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,Y,0,11,3,4,80,0,16,3,3,2,2,2,1,16,28.775,48,2,3.4,2022,46-55,Desempeño Medio,Verde,No_Single,0,Sales Executive_Travel_Frequently
34,No,Travel_Rarely,546,Research & Development,10,3,Life Sciences,1,934,2,Male,83,3,1,Laboratory Technician,2,Divorced,2008,6896,1,Y,0,14,3,2,80,2,1,3,3,1,0,1,0,0,6.275,33,1,2.4,2023,26-35,Desempeño Bajo,Naranja,No_Divorced,0,Laboratory Technician_Travel_Rarely
43,No,Travel_Rarely,782,Research & Development,6,4,Other,1,661,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,4,Y,1,14,3,3,80,1,21,3,2,1,0,0,0,20,51.959375,42,0,2.6,2023,36-45,Desempeño Medio,Verde,Yes_Divorced,1,Research Director_Travel_Rarely
28,No,Travel_Frequently,791,Research & Development,1,4,Medical,1,1286,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Y,1,11,3,3,80,0,5,2,2,4,2,0,2,3,6.73125,24,0,3.0,2020,26-35,Desempeño Medio,Verde,Yes_Single,1,Laboratory Technician_Travel_Frequently
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,Y,1,13,3,4,80,1,6,3,3,6,5,1,3,5,11.31875,28,1,3.0,2018,26-35,Desempeño Medio,Verde,Yes_Married,1,Research Scientist_Travel_Rarely
36,Yes,Travel_Rarely,530,Sales,3,1,Life Sciences,1,967,3,Male,51,2,3,Sales Executive,4,Married,10325,5518,1,Y,1,11,3,1,80,1,16,6,3,16,7,3,7,7,32.265625,20,3,2.6,2008,36-45,Desempeño Medio,Rojo,Yes_Married,1,Sales Executive_Travel_Rarely
23,No,Travel_Rarely,310,Research & Development,10,1,Medical,1,784,1,Male,79,4,1,Research Scientist,3,Single,3505,19630,1,Y,0,18,3,4,80,0,2,3,3,2,2,0,2,2,10.953125,21,0,3.0,2022,18-25,Desempeño Medio,Verde,No_Single,0,Research Scientist_Travel_Rarely
26,No,Travel_Rarely,157,Research & Development,1,3,Medical,1,1952,3,Male,95,3,1,Laboratory Technician,1,Single,2867,20006,0,Y,0,13,3,4,80,0,8,6,2,7,7,7,6,8,8.959375,19,7,2.6,2017,26-35,Desempeño Bajo,Naranja,No_Single,0,Laboratory Technician_Travel_Rarely
54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,1250,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,Y,0,14,3,1,80,0,36,2,3,10,9,0,9,35,55.559375,44,0,3.0,2014,46-55,Desempeño Medio,Verde,No_Married,0,Research Director_Travel_Rarely
48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1022,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,Y,0,13,3,4,80,0,19,0,3,2,2,2,2,19,13.25,46,2,2.6,2022,46-55,Desempeño Medio,Verde,No_Single,0,Healthcare Representative_Travel_Rarely
32,No,Travel_Rarely,1401,Sales,4,2,Life Sciences,1,330,3,Female,56,3,1,Sales Representative,2,Married,3931,20990,2,Y,0,11,3,1,80,1,6,5,3,4,3,1,2,5,12.284375,28,1,2.4,2020,26-35,Desempeño Bajo,Naranja,No_Married,0,Sales Representative_Travel_Rarely
20,Yes,Travel_Rarely,500,Sales,2,3,Medical,1,922,3,Female,49,2,1,Sales Representative,3,Single,2044,22052,1,Y,0,13,3,4,80,0,2,3,2,2,2,0,2,2,6.3875,18,0,2.8,2022,18-25,Desempeño Medio,Rojo,No_Single,0,Sales Representative_Travel_Rarely
35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1,1601,3,Male,63,2,1,Laboratory Technician,4,Married,2690,7713,1,Y,0,18,3,4,80,1,1,5,2,1,0,0,1,0,8.40625,34,0,3.0,2023,36-45,Desempeño Medio,Verde,No_Married,0,Laboratory Technician_Travel_Rarely
56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,1,532,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,Y,0,11,3,4,80,3,36,0,2,7,7,7,7,36,41.2875,49,7,2.8,2017,56-65,Desempeño Bajo,Naranja,No_Married,0,Sales Executive_Travel_Frequently
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,Y,0,20,4,2,80,1,17,3,3,5,4,0,3,16,10.7875,32,0,2.4,2019,36-45,Desempeño Bajo,Naranja,No_Married,0,Laboratory Technician_Travel_Rarely
53,No,Travel_Rarely,1282,Research & Development,5,3,Other,1,32,3,Female,58,3,5,Manager,3,Divorced,19094,10735,4,Y,0,11,3,4,80,1,26,3,2,14,13,4,8,25,59.66875,39,4,3.0,2010,46-55,Desempeño Medio,Verde,No_Divorced,0,Manager_Travel_Rarely
48,Yes,Travel_Rarely,626,Research & Development,1,2,Life Sciences,1,64,1,Male,98,2,3,Laboratory Technician,3,Single,5381,19294,9,Y,1,13,3,4,80,0,23,2,3,1,0,0,0,22,16.815625,47,0,2.6,2023,46-55,Desempeño Medio,Rojo,Yes_Single,1,Laboratory Technician_Travel_Rarely
45,No,Travel_Rarely,374,Sales,20,3,Life Sciences,1,2046,4,Female,50,3,2,Sales Executive,3,Single,4850,23333,8,Y,0,15,3,3,80,0,8,3,3,5,3,0,1,6,15.15625,40,0,3.2,2019,46-55,Desempeño Medio,Verde,No_Single,0,Sales Executive_Travel_Rarely
57,No,Travel_Rarely,210,Sales,29,3,Marketing,1,568,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,Y,0,12,3,3,80,1,32,3,2,1,0,0,0,31,44.11875,56,0,2.4,2023,56-65,Desempeño Medio,Verde,No_Divorced,0,Manager_Travel_Rarely
25,Yes,Travel_Rarely,867,Sales,19,2,Marketing,1,952,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,Y,1,18,3,3,80,3,1,2,3,1,0,0,0,0,7.540625,24,0,2.6,2023,26-35,Desempeño Bajo,Rojo,Yes_Married,1,Sales Representative_Travel_Rarely
36,No,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,1,83,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096,8202,1,Y,0,13,3,2,80,3,17,2,3,17,14,12,8,14,31.55,19,12,2.8,2007,36-45,Desempeño Medio,Verde,No_Divorced,0,Healthcare Representative_Travel_Rarely
24,No,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,888,1,Male,46,2,1,Laboratory Technician,4,Married,3162,10778,0,Y,0,17,3,4,80,0,6,2,2,5,2,3,4,3,9.88125,19,3,2.6,2019,18-25,Desempeño Medio,Verde,No_Married,0,Laboratory Technician_Non-Travel
26,No,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,1,Y,0,20,4,3,80,0,7,5,3,7,7,5,7,7,8.03125,19,5,3.4,2017,26-35,Unicornios,Verde,No_Single,0,Laboratory Technician_Non-Travel
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,Y,0,15,3,3,80,3,3,3,4,3,2,0,2,2,7.203125,23,0,3.0,2021,26-35,Desempeño Medio,Verde,No_Married,0,Laboratory Technician_Travel_Rarely
56,No,Travel_Rarely,206,Human Resources,8,4,Life Sciences,1,1338,4,Male,99,3,5,Manager,2,Single,19717,4022,6,Y,0,14,3,1,80,0,36,4,3,7,3,7,7,32,61.615625,49,7,2.6,2017,56-65,Desempeño Bajo,Naranja,No_Single,0,Manager_Travel_Rarely
44,No,Non-Travel,981,Research & Development,5,3,Life Sciences,1,1471,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,3,Y,0,14,3,4,80,0,7,5,3,5,2,0,3,4,9.88125,39,0,3.0,2019,36-45,Desempeño Medio,Verde,No_Single,0,Laboratory Technician_Non-Travel
35,No,Travel_Rarely,185,Research & Development,23,4,Medical,1,1826,2,Male,91,1,1,Laboratory Technician,3,Married,2705,9696,0,Y,0,16,3,2,80,1,6,2,4,5,4,0,3,5,8.453125,30,0,2.4,2019,36-45,Desempeño Medio,Verde,No_Married,0,Laboratory Technician_Travel_Rarely
26,No,Travel_Rarely,683,Research & Development,2,1,Medical,1,1407,1,Male,36,2,1,Research Scientist,4,Single,3904,4050,0,Y,0,12,3,4,80,0,5,2,3,4,3,1,1,4,12.2,22,1,2.8,2020,26-35,Desempeño Medio,Verde,No_Single,0,Research Scientist_Travel_Rarely
28,Yes,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,1,65,3,Male,50,3,1,Laboratory Technician,3,Single,3441,11179,1,Y,1,13,3,3,80,0,2,3,2,2,2,2,2,2,10.753125,26,2,2.8,2022,26-35,Desempeño Medio,Rojo,Yes_Single,1,Laboratory Technician_Travel_Rarely
33,Yes,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,328,1,Female,39,3,1,Laboratory Technician,1,Married,2707,21509,7,Y,0,20,4,1,80,0,13,3,4,9,7,1,7,11,8.459375,24,1,2.0,2015,26-35,Desempeño Bajo,Rojo,No_Married,0,Laboratory Technician_Travel_Rarely
44,No,Travel_Frequently,383,Sales,1,5,Marketing,1,1481,1,Female,79,3,2,Sales Executive,3,Married,4768,9282,7,Y,0,12,3,3,80,1,11,4,2,1,0,0,0,10,14.9,43,0,2.4,2023,36-45,Desempeño Medio,Verde,No_Married,0,Sales Executive_Travel_Frequently
36,No,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,Y,0,14,3,4,80,0,10,3,2,10,3,9,7,3,31.1875,26,9,3.0,2014,36-45,Desempeño Medio,Verde,No_Single,0,Sales Executive_Non-Travel
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1,1156,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,Y,0,12,3,4,80,0,0,0,3,0,0,0,0,0,5.95,18,0,3.2,2024,18-25,Desempeño Medio,Rojo,No_Single,0,Laboratory Technician_Non-Travel
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,Y,0,22,4,2,80,1,8,2,3,8,7,0,7,7,13.8125,18,0,2.8,2016,26-35,Unicornios,Verde,No_Married,0,Laboratory Technician_Travel_Rarely
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Y,1,14,3,3,80,3,8,5,3,1,0,0,0,7,20.91875,36,0,3.2,2023,36-45,Desempeño Medio,Verde,Yes_Divorced,1,Sales Executive_Travel_Rarely
35,Yes,Travel_Frequently,130,Research & Development,25,4,Life Sciences,1,881,4,Female,96,3,1,Research Scientist,2,Divorced,2022,16612,1,Y,1,19,3,1,80,1,10,3,2,10,2,7,8,2,6.31875,25,7,2.4,2014,36-45,Desempeño Bajo,Rojo,Yes_Divorced,1,Research Scientist_Travel_Frequently
26,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,796,4,Male,38,2,2,Sales Executive,1,Single,5326,3064,6,Y,0,17,3,3,80,0,6,2,2,4,3,1,2,5,16.64375,22,1,2.4,2020,26-35,Desempeño Bajo,Rojo,No_Single,0,Sales Executive_Travel_Rarely
34,No,Travel_Rarely,285,Research & Development,29,3,Medical,1,1377,2,Male,86,3,2,Laboratory Technician,3,Married,5429,17491,4,Y,0,13,3,1,80,2,10,1,3,8,7,7,7,9,16.965625,26,7,2.4,2016,26-35,Desempeño Medio,Verde,No_Married,0,Laboratory Technician_Travel_Rarely
47,No,Travel_Rarely,703,Sales,14,4,Marketing,1,728,4,Male,42,3,2,Sales Executive,1,Single,4960,11825,2,Y,0,12,3,4,80,0,20,2,3,7,7,1,7,20,15.5,40,1,3.0,2017,46-55,Desempeño Bajo,Naranja,No_Single,0,Sales Executive_Travel_Rarely
32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,727,3,Female,39,3,3,Research Director,4,Single,11159,19373,3,Y,0,15,3,4,80,0,10,6,3,7,7,7,7,10,34.871875,25,7,3.4,2017,26-35,Desempeño Medio,Verde,No_Single,0,Research Director_Travel_Rarely
32,No,Travel_Rarely,117,Sales,13,4,Life Sciences,1,859,2,Male,73,3,2,Sales Executive,4,Divorced,4403,9250,2,Y,0,11,3,3,80,1,8,3,2,5,2,0,3,5,13.759375,27,0,2.8,2019,26-35,Desempeño Medio,Verde,No_Divorced,0,Sales Executive_Travel_Rarely
43,No,Travel_Frequently,185,Research & Development,10,4,Life Sciences,1,430,3,Female,33,3,1,Laboratory Technician,4,Single,2455,10675,0,Y,0,19,3,1,80,0,9,5,3,8,7,1,7,8,7.671875,35,1,2.8,2016,36-45,Desempeño Medio,Verde,No_Single,0,Laboratory Technician_Travel_Frequently
